FIGF,LYVE1,CD300LG,SCARA5,PAMR1,SDPR,MYOM1,BTNL9,KCNIP2,SLC2A4,PDE2A,LEP,ACVR1C,ABCA10,AQP7,GPR146,ATP1A2,FXYD1,ARHGAP20,NPR1,ATOH8,ABCA9,ALDH1L1,ADAMTS5,RDH5,GPAM,CA4,KLHL29,GPIHBP1,LOC728264,MAMDC2,TMEM132C,ITIH5,HSPB7,HSPB6,DMD,SPRY2,IGFBP6,CXCL2,EBF1,KLB,CLEC3B,TMEM220,IBSP,HIF3A,IGSF10,CIDEC,C2orf40,LEPR,ANGPTL1,class
4.64,24.2705,30.6951,8.923,39.2612,61.0333,19.6306,102.436,105.6483,27.8397,93.1561,48.1842,26.4121,12.8491,96.3683,68.5286,22.4859,8.5661,26.769,134.2018,12.1353,36.4058,34.6212,108.8605,41.292,751.6731,3.9261,41.7596,71.7409,102.0791,24.8309,43.5442,389.7564,30.6951,163.8262,117.0697,80.307,92.7991,4.9969,160.257,31.7659,54.9656,26.0551,14.2768,19.2737,23.9136,114.9282,3.9261,107.8183,22.4859,C
34.0818,133.9214,362.4699,94.6271,34.8837,350.842,176.4234,269.0457,555.7338,94.2261,463.9134,1939.0537,213.7129,36.0866,469.5269,190.0561,232.9591,64.9559,114.2743,655.5734,99.4387,235.7658,266.239,616.2791,308.8653,2377.3055,59.3424,128.3079,187.6504,167.2013,36.4876,229.3504,3198.4763,398.9575,1618.6848,479.9519,162.7907,204.0898,2.0048,567.7626,295.9102,725.3408,95.83,15.6375,34.0818,54.5309,1203.2879,20.4491,307.3456,95.83,C
4.6503,27.5142,10.4631,19.3762,12.4008,83.3177,4.6503,47.6655,48.828,17.0511,62.7789,22.4764,20.9263,8.138,45.7278,63.5539,22.0889,7.7505,10.0756,97.2685,10.0756,28.6768,24.414,96.4935,32.1645,357.6847,0,15.1134,27.1267,26.3516,13.1758,18.6012,116.2572,21.7013,166.6353,29.4518,45.3403,267.0041,5.8129,66.2666,16.6635,117.8073,15.501,5.4253,1.1626,15.8885,132.9207,2.7127,46.2859,18.6012,C
6.1218,40.7101,63.3609,54.4842,67.9522,67.9522,22.6507,171.7172,21.4264,9.7949,89.6847,22.0386,26.936,5.8157,18.0594,43.1589,21.4264,15.3046,22.3447,148.4542,8.8766,54.1781,3.6731,88.4604,17.9737,775.023,0.3061,34.8944,34.8944,137.741,46.8228,11.0193,281.91,17.7533,129.1705,562.9017,72.2375,28.4665,6.4279,164.0649,24.4873,116.9268,35.8127,3.6731,7.6523,161.3101,44.9954,3.367,75.7086,40.7101,C
7.0084,19.4233,2.0024,2.4029,12.0144,18.4221,4.205,8.8106,9.0108,2.6031,105.1262,7.6091,12.6151,0.801,3.2038,56.8682,3.2038,1.8022,26.632,55.2663,8.2099,15.018,1.4017,210.0521,8.3761,377.2527,0.801,20.4245,4.0048,54.6656,17.6211,2.2026,68.4822,21.8262,44.4533,42.6512,57.0685,39.2471,10.813,72.2867,32.2387,46.0553,20.4245,177.8134,0.4005,35.0421,5.6067,0.4005,45.1642,39.8478,C
2.9527,27.8393,8.858,40.4935,31.6356,67.4892,8.0143,42.1807,8.4361,13.4978,50.6169,8.858,2.5308,20.7445,2.9527,43.868,12.6542,4.2181,15.6069,37.9627,12.6542,35.4318,0.4218,20.6686,9.3346,427.2909,1.2654,10.967,24.8866,54.835,12.6542,2.5308,111.3572,9.7016,30.3701,30.7919,97.4375,81.4088,5.0617,52.7259,56.944,91.954,24.8866,9.2798,5.4835,31.2138,17.9268,0,53.7341,17.7159,C
12.8034,3.2009,2.8452,0.7113,12.8034,32.3642,8.18,39.8328,10.3139,2.8452,49.7911,0,4.9791,8.5356,1.4226,57.971,8.18,0,13.8704,48.0128,8.18,45.8789,0.7113,79.6657,14.1264,204.8546,0,20.2721,19.9164,42.3224,3.5565,0,19.5608,27.3851,20.9834,64.0171,54.0589,121.9881,0,72.197,26.6738,117.009,18.4938,6.4017,0,4.6235,2.9234,0,38.4102,23.1173,C
3.4912,8.2915,2.6184,5.6731,27.9293,41.0212,4.8003,58.9134,7.4187,13.9647,63.2773,1.3092,3.4912,6.1095,4.8003,69.3869,20.5106,0.8728,17.4558,75.06,8.2915,27.0565,3.4912,150.12,3.2948,505.3458,0,20.947,27.4929,45.3851,32.7297,32.7297,86.4063,8.2915,31.4205,64.5865,52.8038,69.3869,5.6731,126.5547,20.5106,117.8268,14.8374,4.364,1.7456,75.06,0.4888,3.4912,60.707,5.2367,C
2.6169,32.3847,16.0288,17.3373,24.861,56.5914,14.7203,75.8914,28.4593,7.5237,106.3134,10.4678,14.7203,11.4491,11.122,34.6745,16.0288,13.0847,29.4406,81.4524,10.7949,62.4796,21.9169,71.966,12.7576,556.1008,1.6356,36.9643,26.8237,48.7406,32.051,16.0288,209.6827,17.9915,67.0592,108.2761,96.4998,40.8898,5.8881,170.4285,23.8796,51.3575,60.844,8.178,0.6542,40.2355,36.3101,0.9814,103.402,25.8423,C
4.3181,14.9694,0.8636,2.5909,55.8474,20.439,24.4692,12.9543,12.3786,4.606,69.6653,7.1968,27.6358,5.7575,6.6211,20.1511,12.9543,2.303,56.1353,70.529,12.0907,36.8478,4.8938,281.2522,11.0457,447.0673,0,44.0446,12.6664,73.1198,48.1008,12.0907,156.3152,48.3627,40.0144,78.5894,114.2857,59.014,3.7424,100.1799,21.0148,46.3476,17.5603,234.041,0.5757,42.0295,23.6056,0.2879,146.3548,16.1209,C
1.5723,18.0818,0.7862,0,12.5786,29.0881,23.5849,19.6541,3.9308,6.2893,60.5346,0,0,5.5031,0,32.2327,0.7862,19.6541,14.9371,36.9497,9.434,18.0818,6.2893,117.9245,8.6478,269.6541,0,31.4465,46.3836,38.522,66.8239,0,84.9057,11.7925,31.4465,85.6918,334.9057,67.6101,17.2956,59.7484,16.5094,98.2704,35.3774,58.9623,0,56.6038,0,3.9308,80.5267,27.5157,C
0.5499,6.8738,1.9247,4.6742,21.1713,59.3896,43.7173,48.6665,35.1938,5.499,64.0638,4.3992,26.1204,26.6703,6.8738,52.7908,91.284,13.1977,45.642,64.6137,7.9736,117.1295,1.0998,539.7305,20.3574,517.4594,0,42.3426,32.1694,110.8056,55.1691,12.0979,175.6943,26.6703,129.7773,111.0806,92.9337,98.9827,1.6497,153.4232,7.6987,103.3819,91.284,0.5499,5.499,94.8584,15.6723,8.7985,195.9445,81.9357,C
0.8387,18.0312,7.1286,15.0959,14.2573,79.2536,31.0305,47.3844,5.8706,2.516,128.3153,10.9026,6.7093,2.9353,16.3539,83.4469,67.093,5.032,265.856,139.2179,9.6446,34.8045,1.258,350.9802,3.774,561.4844,0,21.3859,41.5138,37.3205,18.0312,5.4513,150.1206,12.1606,88.8982,119.0901,96.4462,49.9004,3.3546,187.8604,29.3532,220.9875,30.6112,23.4825,0.8387,29.7725,27.2565,3.774,104.4344,70.4476,C
2.8977,40.1532,5.7953,4.1395,28.1486,62.5065,25.6649,268.6536,16.1441,35.1858,81.1342,16.1441,19.4557,4.9674,203.2495,100.5899,19.8696,4.9674,31.0463,194.9705,16.558,48.4322,0.8279,383.7318,8.8751,294.3185,0,37.2555,63.7483,213.5983,13.1264,10.3488,198.2821,23.1812,111.7665,162.6824,107.2131,63.3344,2.8977,161.4405,18.2138,143.6407,36.0137,39.3253,0.8279,16.558,30.5578,1.2419,103.144,32.7021,C
0.7138,1.7844,0,0.3569,48.8936,29.6217,3.212,24.2684,4.2827,39.2577,83.1549,1.4276,7.4946,1.7844,1.0707,89.222,3.5689,0.3569,11.0635,76.7309,13.5617,18.9151,0.3569,87.0807,28.733,433.9757,0,19.9857,9.636,28.551,0.7138,0.3569,92.434,4.2827,18.2013,45.3248,289.793,32.4768,0.3569,71.7345,34.2612,57.1021,22.1271,6.7809,10.3498,1.0707,0.7138,0,59.6538,22.1271,C
5.0201,24.5984,100.9036,74.2972,8.5341,199.7992,64.759,128.012,208.8353,63.253,152.6104,258.0321,108.9357,13.0522,208.8353,165.6627,61.245,46.1847,108.9357,252.51,54.7189,73.7952,83.8353,262.0482,84.6386,1653.6145,2.51,55.2209,60.241,193.2731,46.1847,158.6345,720.8835,226.9076,507.0281,163.6546,137.5502,94.8795,8.5341,284.1365,99.3976,125.502,47.1888,15.0602,18.0723,67.2691,589.8594,22.0884,166.24,71.2851,C
0.295,11.2094,9.1445,1.7699,28.0236,98.8201,33.9233,146.9027,11.7994,6.1947,104.1298,0.295,6.7847,37.7581,7.3746,55.4572,45.4277,6.1947,56.6372,63.7168,17.1091,61.0619,2.6549,287.9056,8.7198,546.9027,0,23.5988,39.528,175.2212,48.885,12.3894,148.6726,25.9587,72.2714,139.823,107.0796,64.8968,2.3599,128.9086,6.4897,139.528,34.5133,9.4395,2.9499,88.4956,0.7257,9.7345,167.5339,24.7788,C
33.5139,11.3164,6.9639,59.6286,77.4737,373.0052,155.3826,70.945,9.5754,440.4682,494.0034,5.6582,6.5287,39.1721,3.482,157.5588,577.1353,228.5038,54.4057,202.8243,181.9325,215.4464,20.4565,140.149,33.4747,668.1015,3.9172,205.0005,164.958,911.8389,342.007,13.0574,1000.6289,860.4799,1056.3403,566.6894,275.9455,332.0922,4.3525,144.0662,5.2229,328.6102,69.204,1.741,118.822,67.463,1.9412,289.0029,380.1955,340.3618,C
11.1717,43.6228,28.1952,64.9022,214.3902,203.7505,29.2592,244.7134,22.8754,14.8956,130.8685,20.2155,35.643,29.7912,5.8518,74.478,35.1111,20.2155,81.3938,167.0435,42.0269,63.3063,17.5555,402.1811,21.5986,391.0094,1.064,113.8449,39.8989,316.5315,184.5884,24.4713,267.5888,22.3434,92.0335,529.3257,248.9693,129.8045,22.8754,173.9593,26.0673,270.2487,73.946,17.5555,4.2559,135.1244,34.0471,195.7707,478.5264,44.1548,C
5.8893,16.49,4.3188,49.0773,209.6584,82.4499,18.8457,34.5505,20.8088,7.8524,103.2587,4.7114,32.98,8.6376,5.8893,47.5069,6.6745,36.9062,65.5673,100.903,93.4433,96.9768,120.534,221.8296,7.4598,354.9274,0.3926,56.1445,33.7652,91.0876,114.629,18.8457,429.9176,56.5371,244.9941,131.5273,124.4601,159.7958,1.5705,212.7994,4.3188,59.6781,72.6345,4.3188,14.9195,71.4566,15.6419,4.7114,386.8708,175.108,C
3.222,9.959,0.8787,0,7.6157,22.5542,7.0299,28.9982,22.5542,27.8266,45.4013,1.1716,8.4944,3.8079,11.7165,86.4089,3.8079,2.6362,21.0896,53.017,7.3228,41.5934,1.1716,211.1892,14.1095,336.8483,0.2929,38.6643,12.5952,54.1886,29.1974,4.1008,79.0861,31.3415,57.7036,55.3603,83.1869,119.5079,6.1511,74.6924,6.737,73.5208,23.4329,1.4646,0.2929,37.7856,9.3732,0.5858,226.4499,43.6438,C
2.8355,19.075,3.6088,4.3821,40.7278,58.2562,14.6929,22.426,45.6254,11.3419,52.5852,29.6436,18.3017,9.2797,16.7551,34.5413,11.8575,1.5466,47.9453,55.6785,7.4753,44.5943,9.022,122.1833,16.1287,746.7616,0,19.5906,12.6308,42.7899,38.5986,28.8703,277.8768,11.5997,82.7444,65.4737,64.1849,24.2304,5.9287,86.8687,22.426,29.1281,46.6565,18.3017,1.2889,62.1227,29.9014,3.6088,227.6811,14.4352,C
3.0501,34.8584,7.8431,4.3573,37.4728,65.7952,12.2004,21.3508,25.7081,14.3791,60.1307,18.3007,168.6275,3.4858,14.8148,58.8235,19.6078,0,50.1089,90.6318,12.6362,33.9869,9.5861,301.0893,15.6863,386.9281,0,36.1656,34.4227,57.9521,47.9303,15.2505,142.4837,25.2723,111.5468,136.8192,145.9695,152.9412,0,131.1547,49.2375,131.5904,31.8083,59.2593,0,12.2004,65.2636,0.8715,146.2092,41.3943,C
7.5199,6.6175,42.7132,6.9183,65.8746,92.0439,36.0957,88.7351,44.8188,18.3486,135.9603,34.2909,47.8267,17.1454,76.1017,109.4901,15.0399,13.8367,38.2012,117.0101,14.7391,104.0758,10.5279,191.9086,40.4031,792.2996,0.3008,47.5259,36.3965,212.062,94.4503,44.8188,338.6975,66.1754,160.3249,197.6237,100.4662,58.6554,7.8207,235.8249,76.4025,80.3128,41.8108,42.7132,2.4064,133.5539,98.3607,21.9582,291.8935,49.0299,C
0,142.4641,0.9172,0.9172,93.2437,86.5179,48.3033,20.483,5.1972,6.7258,82.5436,12.2287,3.3629,3.0572,0.3057,35.1574,26.9031,12.2287,59.6148,195.0474,21.7059,14.6744,2.7515,470.804,12.3724,467.4411,0,73.3721,7.9486,86.8236,188.6273,0.6114,466.2183,142.1584,179.1501,205.7475,194.7417,160.5014,7.6429,166.9214,3.3629,64.5063,27.8202,140.9355,1.8343,118.3124,1.2229,36.0746,256.3283,63.8948,C
2.1802,103.1977,20.3488,16.7151,316.1337,348.1105,60.3198,52.3256,8.7209,15.2616,421.5116,6.5407,7.9942,11.6279,4.3605,170.0581,46.5116,61.0465,110.4651,298.6919,69.0407,66.8605,12.3547,521.8023,20.0436,187.5,0,124.2733,360.4651,159.157,262.3474,15.2616,469.4767,62.5,674.4186,425.1453,306.686,870.6395,45.7849,380.814,13.0814,680.2326,98.1105,40.6977,3.6337,135.9012,4.7674,101.7442,251.5044,86.4826,C
0.5951,14.2825,0.5951,3.2731,20.8287,13.0923,5.0584,24.6969,16.0678,78.2563,37.4916,0.8927,68.7347,0.2976,3.5706,70.2224,0,0.8927,11.307,44.9304,28.5651,3.8682,3.2731,406.1593,12.7948,359.146,0,33.6234,11.307,69.3298,18.1507,0,33.3259,41.9549,68.7347,109.4994,146.0983,50.5839,2.0829,112.1773,30.9455,115.748,14.2825,41.6574,0.2976,12.4972,3.651,0,121.5383,13.6874,C
19.9043,127.9919,123.7087,78.3573,53.6659,459.5616,94.2303,263.2905,209.6246,51.9022,402.3684,412.4465,154.6989,30.4863,282.6909,191.736,52.9101,36.2812,67.2714,390.7785,116.6541,169.5641,117.4099,432.6027,156.9917,1610.7332,28.9746,104.8123,111.867,149.156,126.6037,171.3278,960.1915,148.4001,483.4971,304.8627,241.8745,153.1872,50.8944,328.2943,100.0252,185.941,56.4374,10.3301,16.8808,49.6347,659.8639,23.9355,539.9169,188.2086,C
4.1573,6.0761,0.3198,48.6089,22.0659,16.6294,13.4314,17.9085,6.0761,10.2335,15.67,0,28.7816,9.5939,0,18.5481,0.3198,0.9594,2.5584,67.4768,47.0099,3.8375,16.3096,1935.4013,27.6591,824.4324,0.6396,38.3754,5.7563,7.9949,112.4944,0,13.7512,0.9594,27.5024,1351.7749,2674.4484,58.2028,32.6191,21.1065,6.0761,37.0963,59.4819,0.6396,18.5481,104.2533,0.3198,26.2232,100.1727,156.0601,C
2.07,13.1102,8.9702,7.9351,56.926,123.8572,33.8106,30.7055,33.1206,10.6952,54.856,6.9001,6.9001,19.3203,3.7951,63.4811,11.7302,6.9001,21.7354,33.4656,11.3852,82.8014,0,58.996,11.3852,415.3873,0,16.5603,12.4202,49.3359,16.5603,4.4851,48.3008,47.6108,37.6057,56.581,64.8611,262.2046,2.415,86.9415,7.9351,102.8118,43.8158,17.2503,1.035,80.3864,9.3152,2.07,139.4445,14.8353,C
23.6648,17.8296,101.7911,70.6702,177.9723,888.5647,50.8955,167.9228,12.6428,24.9615,382.5269,1.6209,12.967,17.5055,14.9121,175.0547,94.335,52.5164,75.5329,241.5107,145.5547,117.9998,22.3681,229.5162,20.0989,448.9829,0.6484,130.9669,95.9559,212.0107,179.564,63.2142,494.6916,12.967,284.9502,558.23,488.2081,155.9284,87.2032,260.637,17.8296,235.0271,84.6098,4.2143,23.6648,183.4833,11.022,178.9448,517.4714,58.9999,C
51.0559,81.0706,187.8239,35.275,166.1638,137.3869,26.3015,539.9551,116.9645,14.2338,340.3729,256.5174,59.1011,36.5127,129.9605,229.9064,66.8369,71.4783,85.0932,285.9132,113.8702,110.4665,84.4744,227.431,83.8555,592.2488,23.5167,88.1875,170.1864,236.7139,87.5687,215.9821,1014.3111,148.2169,640.2104,151.0018,214.4349,218.7669,61.886,280.6529,54.7691,466.6203,59.72,1.8566,13.9243,104.2779,406.9003,31.2524,461.4559,68.384,C
69.5652,207.4074,318.8406,304.0258,206.7633,952.0129,270.8535,364.8953,351.6908,137.5201,898.8728,469.5652,215.1369,270.2093,260.5475,314.6538,753.3011,296.2963,210.628,502.0934,138.1643,709.5008,253.4622,843.4783,137.9839,1928.5024,34.1385,120.1288,306.6023,430.5958,247.2882,315.942,1803.8647,463.7681,2037.6812,684.058,523.6715,430.5958,52.496,1017.7134,208.6957,384.219,119.1626,0.9662,106.2802,887.2786,1261.1916,149.4364,1528.1578,502.7375,C
146.1519,128.7898,158.5903,313.0345,716.2477,572.9464,105.7269,230.1114,132.4177,51.5678,550.1425,151.5937,99.7668,133.1951,97.1754,217.673,193.5735,213.5268,83.4413,278.8287,84.9961,238.4037,99.2485,635.916,50.6349,1174.6566,10.1062,249.0282,71.7803,940.6582,258.0021,128.2716,1043.7937,127.7533,628.4011,670.6401,493.6512,314.5893,37.0562,272.3503,95.6206,218.4504,163.2547,0.2591,58.3053,381.446,382.2234,371.0806,1048.9194,173.8792,C
376.6118,153.4015,351.7119,1065.807,644.731,678.9684,116.9409,396.1761,42.6856,68.4749,399.2886,84.0373,44.0196,292.2944,39.5731,169.4086,245.4424,131.6141,309.9155,282.3477,119.1641,514.0062,101.823,1269.8977,48.0213,618.4971,104.4909,372.61,184.9711,1829.2574,870.5425,106.7141,1216.9853,55.1356,347.7101,3027.1232,1378.3904,334.8155,198.755,410.4046,17.7857,242.7746,205.4246,0,40.9071,850.1556,35.7937,674.0774,885.8115,144.5087,C
10.3575,17.708,189.1079,7.3505,84.1965,245.573,58.4698,556.9663,93.2175,28.3996,289.6759,97.2269,18.7103,24.3902,114.9348,99.2315,159.706,28.0655,16.7056,310.3909,35.416,23.0538,65.152,58.1356,76.4617,603.408,35.0819,52.7898,114.6007,178.7504,51.4534,26.729,681.9245,84.8647,276.3114,73.1707,202.1383,83.8623,10.0234,151.3532,38.423,450.0501,53.4581,1.3365,16.0374,47.444,230.872,24.7244,73.2075,47.7781,C
38.4019,238.557,166.796,134.6005,170.287,702.0946,72.149,304.8875,217.9984,57.7967,491.0784,190.0698,170.287,107.5446,145.4616,195.1125,164.0807,139.6431,52.7541,461.5981,150.8922,363.8479,121.024,287.82,81.4391,915.4383,6.2064,166.4081,240.4965,304.4996,165.9814,149.3406,746.315,109.3871,671.4507,298.2933,581.4585,254.4608,29.8681,400.3103,71.7611,94.2591,74.8642,1.1637,56.633,165.2444,487.9752,214.1195,610.2172,133.4368,C
4.122,46.9909,2.4732,9.8928,15.6636,39.5713,30.5029,30.5029,9.8928,23.0833,25.5565,1.6488,4.122,7.4196,0.8244,66.7766,0.8244,2.4732,58.5326,50.2885,421.2696,8.244,15.6636,2000.8244,35.4658,523.4955,0,584.5012,2.4732,50.2885,9.0684,32.1517,314.9217,38.7469,93.1575,610.0577,3602.6381,101.4015,13.1904,1711.4592,0,52.7617,106.3479,366.859,30.5029,6666.1171,0.9316,28.8541,432.0445,72.5474,C
1.9063,53.6934,7.3074,11.1199,81.9698,112.4702,55.282,107.0691,18.1096,11.7554,308.1811,2.224,14.9325,11.4376,12.3908,169.3407,53.3757,19.0627,47.6569,240.1906,38.7609,82.2875,13.9793,148.054,14.9325,447.0214,0,55.282,175.695,213.1851,80.0572,18.4273,342.8118,41.6203,245.5917,158.5385,165.8459,133.1215,1.5886,189.0389,6.0365,285.3058,32.7244,78.1573,2.224,59.0945,37.1724,53.3757,110.9134,34.3129,C
112.155,722.842,21.1392,4.1104,298.2971,112.155,69.2895,46.9759,32.2959,0.5872,277.7452,1.1744,8.808,0,2.3488,78.6847,4.6976,35.8191,20.552,411.6265,215.5021,36.9935,91.0159,93.9518,118.5496,120.3758,181.4445,44.0399,568.9959,777.4516,32.8831,0,56.3711,661.1861,148.5614,66.3535,145.0382,2388.7258,204.3453,695.8309,1.7616,2275.3964,86.3183,192.0141,15.8544,221.9612,1.7616,80.4463,110.6988,100.9982,C
102.0722,248.3033,116.5505,91.9374,212.4695,266.4012,83.6123,266.0393,436.8835,69.496,386.5714,533.1644,120.5321,51.3981,394.1725,242.512,335.5352,157.0899,83.9743,633.7888,167.5866,218.2608,261.6958,201.9727,288.5422,754.3209,16.2881,115.8266,196.9053,223.3282,67.2989,267.1251,1796.7605,253.0088,1844.539,162.5192,238.8924,414.0802,33.3002,566.8265,113.6549,375.3506,83.6123,9.049,9.4109,146.2311,1239.7068,42.7111,392.0405,108.9494,C
0.3455,28.3345,0.3455,0.3455,40.0829,58.7422,8.9841,12.7851,7.9475,19.6959,77.4015,0.3455,6.2198,2.4188,0.3455,25.9157,9.3296,3.801,30.0622,68.0719,51.4858,30.0622,1.7277,68.4174,32.4223,358.3276,0,26.9523,30.0622,22.1147,40.4285,2.4188,156.8763,17.9682,166.897,60.4699,95.7153,90.1866,4.4921,56.669,10.0207,116.1023,18.6593,26.6068,0.3455,22.8058,2.0733,14.1672,68.0373,10.3663,C
205.1499,304.1697,366.057,244.3892,160.9071,541.7117,76.3716,453.7527,171.9678,23.4382,475.6108,339.1953,95.8595,120.6856,138.5223,212.5238,105.6035,105.6035,188.8222,531.4411,121.9312,327.0812,53.9868,454.0161,96.2862,790.5778,50.2999,147.2129,387.6518,305.4864,139.76,165.9107,1200.8777,210.6803,745.2816,353.1529,329.7147,361.8434,45.2963,468.7637,57.6737,449.8025,56.0936,48.1931,38.7125,466.9202,401.8727,58.2004,491.475,104.5501,C
43.2086,34.807,118.0236,64.0128,273.0546,222.2444,67.0134,342.0684,155.231,25.8052,253.2507,189.4379,111.6223,84.2168,85.4171,143.8288,133.0266,54.6109,49.6099,246.6493,62.4125,398.2797,56.4113,161.2322,60.8922,946.1892,6.6013,89.4179,102.4205,436.4873,110.212,110.022,854.971,112.4225,336.8674,405.8812,269.4539,112.6225,39.4079,275.2551,69.814,174.4349,68.8138,1.8004,17.6035,98.6197,280.056,92.0184,417.7495,87.4175,C
44.3256,54.6427,24.0734,47.7646,105.0822,324.4173,29.0409,96.2935,51.9679,12.2277,119.2205,47.7646,24.8376,24.8376,63.4314,130.684,56.9354,85.2121,37.4475,150.172,83.6836,53.1143,47.0004,199.0829,48.5288,353.4582,0,84.83,123.8059,262.5143,114.2262,35.5369,327.8563,38.5938,448.2232,141.7654,457.394,321.3603,137.5621,153.9931,12.6099,569.7363,91.3259,72.6022,2.6748,79.0982,226.5953,432.9385,98.3569,34.3905,C
7.98,11.9701,71.8204,10.4738,108.2294,50.3741,19.4514,106.7332,96.7581,47.8803,190.5237,11.4713,13.9651,11.4713,104.7382,210.9726,26.9327,153.1172,4.4888,191.5212,124.6883,29.4264,49.3766,67.3317,134.1646,299.7506,27.4314,26.4339,172.5686,174.5636,21.9451,37.9052,189.5262,17.4564,534.6633,41.8953,78.3042,419.4514,26.9327,126.6833,10.4738,954.6135,49.3766,27.4314,13.9651,21.9451,518.2045,97.7556,36.409,17.4564,C
4.994,76.7254,6.8099,21.3378,182.5066,65.3755,19.5219,46.7616,38.1357,11.8039,98.5172,4.086,3.632,16.3439,16.3439,92.1613,5.902,98.0633,11.3499,121.6711,66.2835,31.7798,15.4359,108.9592,51.3016,222.0043,1.816,50.3936,124.395,187.0466,54.0256,14.0739,199.7585,14.0739,300.0917,48.1236,97.1553,658.749,42.6757,80.3574,10.8959,805.3898,38.5897,4.54,0.908,15.4359,39.9517,357.2953,104.3647,14.9819,C
4.4994,26.2467,25.4968,2.2497,24.7469,91.8635,21.7473,123.3596,98.2377,13.4983,123.7345,112.4859,6.7492,6.7492,83.6145,104.237,43.4946,40.4949,10.4987,144.7319,50.6187,16.4979,33.3708,61.8673,53.9933,410.1987,14.6232,38.2452,64.8669,224.222,22.4972,16.4979,189.3513,91.1136,312.7109,55.868,65.6168,249.3438,11.9985,109.1114,28.1215,775.0281,18.7477,28.1215,3.3746,12.3735,277.4653,50.6187,41.6198,46.8691,C
2.0568,27.1493,16.8655,17.2768,60.4689,58.4122,21.8017,306.0469,29.6174,8.2271,171.5343,21.8017,18.9223,13.1633,20.979,114.7676,16.8655,15.2201,70.7528,187.1658,72.8095,76.9231,568.9017,259.9753,31.0654,306.0469,2.0568,81.0366,54.71,278.4862,65.8165,11.9292,332.3735,55.5327,173.1798,294.9404,231.1806,282.1884,45.6602,260.798,18.0995,506.376,76.9231,104.8951,7.4044,73.2209,59.6462,6.5817,86.5446,23.4471,C
17.9992,17.162,28.8824,82.8799,184.1775,169.527,61.532,215.5714,56.9276,20.0921,568.8573,6.6974,26.7895,84.9728,91.2516,293.8468,46.8815,146.9234,33.4868,390.1214,141.4818,288.4052,38.5098,218.9201,44.37,345.7514,1.2558,87.4843,228.1289,663.4575,66.9736,106.3206,482.2101,155.7137,750.5232,208.874,210.1298,278.3591,13.3947,367.0992,40.1842,597.7396,77.0197,19.6735,20.9293,29.301,115.9481,56.9276,255.8141,92.9259,C
13.1855,59.9341,46.4489,59.9341,406.9524,182.1996,47.0482,193.5871,81.2107,9.5895,214.8636,59.0351,19.7782,55.7387,56.6377,136.35,47.6476,36.2601,70.4225,203.7758,53.3413,130.9559,34.7618,455.1993,42.5622,267.306,3.8957,136.6497,102.1876,1142.0438,153.3923,33.8628,539.7063,59.9341,357.5067,293.0776,256.2182,225.0524,38.0581,181.6002,44.0515,304.4651,92.5981,7.4918,5.3941,115.9724,107.8813,130.9559,246.5478,62.3314,C
3.9785,105.43,29.3414,17.4059,458.5211,106.4246,43.7634,112.3924,35.8064,29.3414,204.395,19.8925,9.4489,29.8387,8.4543,87.0295,26.3575,125.8198,146.2096,183.0106,70.1209,153.6692,26.3575,329.2202,32.5689,305.3492,0.9946,191.9622,94.4892,709.6634,91.5053,36.801,695.7387,47.7419,657.943,387.9029,740.4967,508.7496,385.9137,130.2956,20.3898,351.1019,99.9596,5.4704,11.9355,105.9273,48.2392,143.2257,473.6294,177.5402,C
1.9205,57.6161,16.3246,0,106.1097,46.0929,13.9239,179.5703,23.0465,0.4801,118.1131,7.6822,6.7219,12.4835,10.563,37.9306,17.2848,23.0465,6.2417,102.7488,30.7286,7.202,5.7616,42.732,17.4193,179.5703,1.9205,260.2329,125.7952,112.3515,124.2684,0.4801,55.6956,22.0862,24.0067,42.732,212.6996,68.6592,5.7616,60.9771,7.202,375.4651,35.0498,191.0935,0,1.9205,12.9636,4.8013,22.5855,10.563,C
41.3619,5.7167,180.2438,452.9634,33.9639,734.09,93.1484,575.3678,322.1522,64.5649,353.7621,1092.2236,134.8466,99.8739,390.7524,267.3392,216.2253,70.2816,106.9357,487.5998,50.4414,270.702,135.8554,137.8731,301.1854,1676.3346,50.1051,88.4405,304.6658,193.0223,67.3897,151.3241,1637.6629,473.14,827.2383,206.137,293.5687,122.0681,17.1501,306.0109,204.4557,359.4788,47.7512,0,36.9903,77.0071,896.8474,37.3266,120.1379,70.2816,C
0.4124,30.9278,1.2371,0.8247,28.866,35.4639,12.3711,60.6186,8.6598,7.0103,78.7629,0,24.3299,2.0619,5.7732,90.7216,0.8247,18.1443,26.8041,100.6186,11.9588,8.2474,1.6495,240,19.5959,264.3299,0,48.6598,23.0928,77.9381,148.7629,0,114.6392,62.268,58.9691,52.3711,121.2371,258.1443,4.9485,77.9381,4.9485,115.8763,27.2165,30.5155,1.6495,20.6186,1.2371,2.0619,131.3691,58.5567,C
